id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,explicit,popularity,release_date,album_id,album_name,track_number,preview_url
1FEiijYPJtyswChfcpv3p0,0.568,0.646,1,-6.793,0,0.0332,0.0464,0.0,0.121,0.211,111.945,264773,4,False,65,2011-01-01,2GGstjn2lepcltXd21I24t,Born To Die (Deluxe Version),11,
3DeZcZrMIQFbWXHOKyDYJ5,0.7,0.617,1,-5.02,0,0.0419,0.299,0.0,0.599,0.404,96.016,201853,4,False,58,2023-09-20,2O4N0AukdJFwUDrH7Aig9u,Into The TEMPEST,3,https://p.scdn.co/mp3-preview/8cb5e0ed05cb885abe33e4935c633641c50880e8?cid=29942d75c20b46b9b01eb4cd31edff20
76KYaCx7UjHwlnrqzcovLZ,0.676,0.691,4,-12.011,0,0.0997,0.949,0.108,0.13,0.415,124.032,240000,4,False,59,2019-12-21,1LkA7FjIQpuZBgxdd3nNvF,10 Ngàn Năm,1,https://p.scdn.co/mp3-preview/9a0f0dc8b7f50f69b0dcdc5d3183e066239f4618?cid=29942d75c20b46b9b01eb4cd31edff20
0MHiMXXoCcgzZVk33HLWmL,0.719,0.944,4,-3.371,0,0.197,0.0227,0.0,0.032,0.622,93.894,179440,4,False,64,2023-09-20,2O4N0AukdJFwUDrH7Aig9u,Into The TEMPEST,1,https://p.scdn.co/mp3-preview/26f62c39a48cf2ec1ee6ee458db6518ade3cd0c3?cid=29942d75c20b46b9b01eb4cd31edff20
0JXXNGljqupsJaZsgSbMZV,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,195373,4,False,88,2010-11-26,493HYe7N5pleudEZRyhE7R,All I Want Is You,1,https://p.scdn.co/mp3-preview/d337faa4bb71c8ac9a13998be64fbb0d7d8b8463?cid=29942d75c20b46b9b01eb4cd31edff20
6iF4RgIjDvDqyW13PezSj3,0.61,0.571,2,-5.649,1,0.0782,0.00863,0.0,0.131,0.747,105.01,171655,4,False,89,2023-08-25,6EejduBuRYb7rzJaD2YCqO,Single Soon,1,
3WMj8moIAXJhHsyLaqIIHI,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,228013,3,False,89,2022-04-22,1CmTOKCeyz1aHH04OwvTPv,Something in the Orange,1,https://p.scdn.co/mp3-preview/d33dc9df586e24c9d8f640df08b776d94680f529?cid=29942d75c20b46b9b01eb4cd31edff20
5FFVQGnZuJt9iAYpasTeq4,0.734,0.527,5,-8.168,0,0.0285,0.699,0.0,0.162,0.59,108.985,211574,4,False,60,2023-08-16,0LM9Cm43Sug8Hfpm84qmt6,ái,9,
5VxmI3IdgAxWVvUnJoLuY2,0.652,0.879,0,-6.405,1,0.0784,0.00284,0.0896,0.0918,0.789,173.925,117810,4,False,87,2023-06-29,6MLx7SZjcmMHNUJc1Tcir0,Speed Drive (From Barbie The Album),1,https://p.scdn.co/mp3-preview/bd0a080a87ce594303d57981d921d65e12af6599?cid=29942d75c20b46b9b01eb4cd31edff20
2g68ePl7VMltuOiuSTAz7I,0.568,0.552,8,-10.349,0,0.0489,0.54,0.0,0.161,0.279,154.136,192000,4,False,50,2023-07-21,297M0UKiSoDuEBpi6JGSor,Rap Việt Mùa 3 - Vòng 1,8,https://p.scdn.co/mp3-preview/0fa5c983f0177ab44e4fc8f6e04dfde392b7c33d?cid=29942d75c20b46b9b01eb4cd31edff20
